1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.024539	0.000000	13.523376	0.030903	74.8
1	-1.041082	0.000000	13.523376	0.030705	7.9
2	-1.051705	0.000000	13.523376	0.022597	8.3
3	-1.061062	0.000000	13.523376	0.016378	8.3
4	-1.067918	0.000000	13.523376	0.011302	8.3
5	-1.064288	0.000000	13.523376	0.011632	7.7
6	-1.066774	0.000000	13.523376	0.009464	9.2
7	-1.070378	0.000000	13.523376	0.008842	10.5
8	-1.062839	0.000000	13.523376	0.008489	8.5
9	-1.070236	0.000000	13.523376	0.008618	8.6
10	-1.072987	0.000000	13.523376	0.008571	8.6
11	-1.074882	0.000000	13.523376	0.008525	8.1
12	-1.066831	0.000000	13.523376	0.008483	7.9
13	-1.077254	0.000000	13.523376	0.008168	6.9
14	-1.080097	0.000000	13.523376	0.008676	8.2
15	-1.076022	0.000000	13.523376	0.008237	7.8
16	-1.082722	0.000000	13.523376	0.008343	8.6
17	-1.082205	0.000000	13.523376	0.008196	8.3
18	-1.090178	0.000000	13.523376	0.008519	7.4
19	-1.081377	0.000000	13.523376	0.009454	6.5
20	-1.087646	0.000000	13.523376	0.007778	8.1
21	-1.085130	0.000000	13.523376	0.008019	7.1
22	-1.086281	0.000000	13.523376	0.009295	7.2
23	-1.090944	0.000000	13.523376	0.009103	9.5
24	-1.089485	0.000000	13.523376	0.008706	17.2
25	-1.089589	0.000000	13.523376	0.008432	8.0
26	-1.097748	0.000000	13.523376	0.008768	8.7
27	-1.083798	0.000000	13.523376	0.007773	8.4
28	-1.092240	0.000000	13.523376	0.007832	9.6
29	-1.097999	0.000000	13.523376	0.007528	10.6
30	-1.093264	0.000000	13.523376	0.007957	10.1
31	-1.099490	0.000000	13.523376	0.007786	9.1
32	-1.095505	0.000000	13.523376	0.008777	10.7
33	-1.100488	0.000000	13.523376	0.008057	7.6
34	-1.097755	0.000000	13.523376	0.009055	8.0
35	-1.093048	0.000000	13.523376	0.009026	11.1
36	-1.088667	0.000000	13.523376	0.008010	9.3
37	-1.097713	0.000000	13.523376	0.007701	8.9
38	-1.105266	0.000000	13.523376	0.007236	10.1
39	-1.097689	0.000000	13.523376	0.005751	7.7
40	-1.100292	0.000000	13.523376	0.006153	7.5
41	-1.112035	0.000000	13.523376	0.005695	8.8
42	-1.101811	0.000000	13.523376	0.005692	8.3
43	-1.104184	0.000000	13.523376	0.004974	9.5
44	-1.101140	0.000000	13.523376	0.004967	8.5
45	-1.106446	0.000000	13.523376	0.005101	8.2
46	-1.121781	0.000000	13.523376	0.005202	8.3
47	-1.108577	0.000000	13.523376	0.005599	8.0
48	-1.113659	0.000000	13.523376	0.005413	17.0
49	-1.110123	0.000000	13.523376	0.004495	9.5
50	-1.109985	0.000000	13.523376	0.005688	18.6
51	-1.110776	0.000000	13.523376	0.004919	7.9
52	-1.110993	0.000000	13.523376	0.004992	19.2
53	-1.102609	0.000000	13.523376	0.004917	6.5
54	-1.105731	0.000000	13.523376	0.005492	39.0
55	-1.106784	0.000000	13.523376	0.005364	17.3
56	-1.108347	0.000000	13.523376	0.004651	24.0
57	-1.110388	0.000000	13.523376	0.004975	17.9
58	-1.107271	0.000000	13.523376	0.004776	9.0
59	-1.113727	0.000000	13.523376	0.004280	21.0
60	-1.107314	0.000000	13.523376	0.005840	20.9
61	-1.114915	0.000000	13.523376	0.004094	22.7
62	-1.104480	0.000000	13.523376	0.004377	13.9
63	-1.108517	0.000000	13.523376	0.003533	20.6
64	-1.116094	0.000000	13.523376	0.003260	31.3
65	-1.106344	0.000000	13.523376	0.004478	22.2
66	-1.104010	0.000000	13.523376	0.004941	9.8
67	-1.114222	0.000000	13.523376	0.005359	7.6
68	-1.113775	0.000000	13.523376	0.006175	10.3
69	-1.114614	1.000000	12.908677	0.004079	19.5
70	-1.109208	0.986407	12.916658	0.004316	10.1
71	-1.107090	0.972814	12.924648	0.005463	12.1
72	-1.108460	1.972814	12.362042	0.004639	12.4
73	-1.121027	1.959221	12.369361	0.004193	7.2
74	-1.111493	1.945628	12.376689	0.003500	7.1
75	-1.114060	1.932035	12.384025	0.002466	10.2
76	-1.104538	1.918442	12.391370	0.004467	9.3
77	-1.110722	1.904850	12.398723	0.003780	9.1
78	-1.115147	1.891257	12.406086	0.005161	11.3
79	-1.114801	1.877664	12.413457	0.004614	10.1
80	-1.116927	1.864071	12.420837	0.002939	6.9
81	-1.122173	1.850478	12.428226	0.003436	7.3
82	-1.119839	1.836885	12.435623	0.002954	6.1
83	-1.111208	1.823292	12.443030	0.003921	8.2
84	-1.123301	1.809699	12.450445	0.003405	12.7
85	-1.111628	1.796106	12.457869	0.004540	14.3
86	-1.118400	1.782513	12.465301	0.004474	8.1
87	-1.119090	1.768920	12.472743	0.003511	11.5
88	-1.112806	1.755327	12.480194	0.004691	13.0
89	-1.105928	1.741735	12.487653	0.004655	11.3
90	-1.120800	1.728142	12.495122	0.003375	11.7
91	-1.113557	1.714549	12.502599	0.004806	12.4
