1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
0	-0.672212	-0.672276	0.000013	0.000000	802.260628	0.008037	0.000000	0.008037	56.3	102.2	13097.4
1	-0.669607	-0.669673	0.000013	0.000000	802.260628	0.009043	0.000000	0.009043	77.2	129.1	209.2
2	-0.677323	-0.677390	0.000013	0.000000	802.260628	0.008683	0.000000	0.008682	75.0	135.9	213.4
3	-0.678444	-0.678513	0.000014	0.000000	802.260628	0.008837	0.000000	0.008837	67.4	108.4	180.9
4	-0.667437	-0.667507	0.000014	0.000000	802.260628	0.008372	0.000000	0.008371	39.5	98.8	140.6
5	-0.667268	-0.667340	0.000014	0.999964	765.795494	0.010089	0.000000	0.010089	86.8	159.9	253.9
6	-0.666598	-0.666673	0.000015	1.948393	734.146089	0.008781	0.000000	0.008781	103.1	151.1	257.0
7	-0.676430	-0.676506	0.000015	2.948393	703.490751	0.008739	0.000000	0.008739	68.9	149.4	220.9
8	-0.682437	-0.682513	0.000015	2.081453	729.913895	0.009108	0.000000	0.009107	79.7	127.0	210.1
9	-0.686891	-0.686969	0.000016	1.214533	758.398716	0.008754	0.000000	0.008754	89.2	114.5	206.0
10	-0.678313	-0.678392	0.000016	2.214533	725.729580	0.008782	0.000000	0.008782	107.1	130.8	242.0
11	-0.685363	-0.685442	0.000016	1.347591	753.883199	0.009235	0.000000	0.009235	49.0	125.6	177.0
12	-0.686903	-0.686983	0.000016	0.487461	784.060689	0.008258	0.000000	0.008258	88.5	145.4	237.1
13	-0.664862	-0.664943	0.000016	0.000000	802.260628	0.007949	0.000000	0.007949	62.4	125.3	190.2
14	-0.676774	-0.676856	0.000016	0.000000	802.260628	0.008863	0.000000	0.008863	47.9	186.1	237.0
15	-0.685251	-0.685337	0.000017	0.000000	802.260628	0.008435	0.000000	0.008435	79.6	143.3	225.4
16	-0.682905	-0.682991	0.000017	0.999998	765.794312	0.007653	0.000000	0.007653	33.8	193.5	230.3
17	-0.678526	-0.678614	0.000018	0.872523	770.257415	0.007483	0.000000	0.007483	56.0	206.4	265.2
18	-0.670098	-0.670188	0.000018	1.871534	736.613177	0.008676	0.000000	0.008676	56.8	210.1	269.4
19	-0.691252	-0.691345	0.000018	2.871522	705.756136	0.007217	0.000000	0.007217	44.2	188.0	236.0
20	-0.677877	-0.677970	0.000019	3.871181	677.389355	0.008999	0.000000	0.008999	29.5	216.1	248.5
21	-0.699005	-0.699100	0.000019	3.004286	701.852720	0.008028	0.000000	0.008028	54.0	160.1	220.9
22	-0.680085	-0.680180	0.000019	2.137360	728.150209	0.007272	0.000000	0.007272	40.5	114.6	157.5
23	-0.685066	-0.685163	0.000019	3.137360	697.983273	0.009403	0.000000	0.009403	71.0	101.2	175.4
24	-0.688233	-0.688330	0.000020	4.137359	670.216508	0.007845	0.000000	0.007845	58.7	150.1	211.5
25	-0.662320	-0.662418	0.000020	5.137359	644.574418	0.009368	0.000000	0.009368	63.8	135.4	201.9
26	-0.680361	-0.680460	0.000020	6.073682	622.282311	0.007352	0.000000	0.007352	64.7	167.6	235.0
27	-0.679102	-0.679202	0.000020	5.206991	642.861791	0.008529	0.000000	0.008529	100.7	140.4	246.1
28	-0.686886	-0.686987	0.000020	4.349058	664.619299	0.009851	0.000000	0.009851	54.7	115.6	174.0
29	-0.691332	-0.691432	0.000020	5.349057	639.395672	0.008508	0.000000	0.008507	26.4	117.0	145.9
30	-0.684181	-0.684282	0.000020	6.348996	616.017969	0.007106	0.000000	0.007106	52.2	129.7	184.5
31	-0.685578	-0.685681	0.000021	5.482168	636.181786	0.006825	0.000000	0.006825	58.2	165.3	227.3
32	-0.674527	-0.674631	0.000021	6.472563	613.247235	0.007345	0.000000	0.007345	89.5	123.6	215.5
33	-0.673916	-0.674021	0.000021	7.472466	591.711060	0.008038	0.000000	0.008038	76.0	121.7	200.2
34	-0.704359	-0.704464	0.000021	6.605587	610.292149	0.010097	0.000000	0.010097	71.0	154.9	228.6
35	-0.700731	-0.700838	0.000021	7.605218	588.965025	0.008210	0.000000	0.008210	51.1	119.8	184.9
36	-0.696076	-0.696181	0.000021	8.605218	569.071066	0.007836	0.000000	0.007836	64.8	124.4	191.7
