1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.373318	0.000000	5.153541	0.021882	583.7
1	-0.382173	0.000000	5.153541	0.030625	6.9
2	-0.385997	0.999872	4.919318	0.017782	7.3
3	-0.384996	0.076187	5.134912	0.014612	6.9
4	-0.379423	0.000000	5.153541	0.015256	7.0
5	-0.379913	0.000000	5.153541	0.022025	6.8
6	-0.374543	0.000000	5.153541	0.018523	7.1
7	-0.380076	0.000000	5.153541	0.022505	7.2
8	-0.378139	0.994716	4.920472	0.013007	7.4
9	-0.393755	0.188272	5.107749	0.022253	7.5
10	-0.369445	0.000000	5.153541	0.017398	7.0
11	-0.369413	0.999553	4.919389	0.017606	7.5
12	-0.374674	1.999552	4.705499	0.024754	6.6
13	-0.385102	1.082502	4.900911	0.021143	6.9
14	-0.374456	2.082367	4.688617	0.013022	7.1
15	-0.387858	1.162053	4.883319	0.012492	7.4
16	-0.370861	0.689372	4.989742	0.013769	7.7
17	-0.384011	0.000000	5.153541	0.018707	6.8
18	-0.387758	0.000000	5.153541	0.017093	7.4
19	-0.372035	0.000000	5.153541	0.019716	6.9
20	-0.377179	0.000000	5.153541	0.005246	6.6
21	-0.380064	0.203075	5.104183	0.033758	7.0
22	-0.385233	0.349926	5.069075	0.013806	6.8
23	-0.385364	0.000000	5.153541	0.026026	6.7
24	-0.388524	0.971985	4.925562	0.012153	7.1
25	-0.383951	0.048408	5.141689	0.017800	6.5
26	-0.375346	1.047350	4.908725	0.024414	6.7
27	-0.375628	2.039218	4.697398	0.019192	6.3
28	-0.387092	1.115533	4.893591	0.023808	6.4
29	-0.370346	2.065164	4.692114	0.022354	6.9
30	-0.363408	1.150985	4.885759	0.010001	6.8
31	-0.380945	1.912104	4.723458	0.016074	6.5
32	-0.384534	1.221712	4.870208	0.021921	6.2
33	-0.365840	0.405624	5.055885	0.015848	6.5
34	-0.389824	0.488712	5.036336	0.017251	6.9
35	-0.378003	1.488703	4.812388	0.018802	6.6
36	-0.373767	2.487365	4.607770	0.016495	6.6
37	-0.365573	3.487346	4.419604	0.032804	6.8
38	-0.383765	4.439566	4.254175	0.020712	6.6
39	-0.372893	3.515882	4.414460	0.022571	6.3
40	-0.384917	4.510535	4.242340	0.018718	6.5
41	-0.372255	3.634742	4.393160	0.034197	6.3
42	-0.382495	4.634742	4.221785	0.023810	7.3
43	-0.376336	5.018526	4.159512	0.013120	7.2
44	-0.382408	5.979805	4.011310	0.015694	6.4
45	-0.376765	6.169342	3.983327	0.018839	6.8
46	-0.377245	6.404843	3.949097	0.019633	6.5
47	-0.375507	7.215239	3.835671	0.023087	6.3
48	-0.380606	8.215210	3.704385	0.010612	6.5
49	-0.393397	8.502065	3.668366	0.023456	6.4
50	-0.390935	9.501130	3.548209	0.027231	6.8
51	-0.377190	10.497886	3.435925	0.033596	6.7
52	-0.383144	9.574201	3.539728	0.017413	6.8
53	-0.380838	10.409048	3.445643	0.015049	6.6
54	-0.378074	11.408074	3.339426	0.025243	6.8
55	-0.376476	12.399785	3.240272	0.019558	7.1
56	-0.376037	13.399785	3.146077	0.013091	6.8
57	-0.391640	13.258475	3.159054	0.016074	6.4
58	-0.386487	12.335807	3.246490	0.021542	6.8
59	-0.376688	13.327492	3.152703	0.025660	7.0
60	-0.379641	14.327492	3.063460	0.022127	7.0
61	-0.384188	13.417856	3.144425	0.028267	6.9
62	-0.366249	12.494319	3.231126	0.014583	6.4
63	-0.368206	13.483996	3.138394	0.003894	6.6
64	-0.373254	13.462838	3.140321	0.019325	6.4
65	-0.377427	14.187387	3.075658	0.028425	6.5
66	-0.387547	13.263702	3.158572	0.024503	7.2
67	-0.375410	12.340048	3.246077	0.016042	6.9
68	-0.383168	13.191189	3.165271	0.016000	6.7
69	-0.377426	13.758946	3.113569	0.013199	6.9
70	-0.370283	12.840300	3.198091	0.015748	6.6
71	-0.386912	11.916823	3.287813	0.008636	6.9
72	-0.390729	12.861405	3.196098	0.011005	6.7
73	-0.380188	12.792625	3.202603	0.008578	6.5
74	-0.374883	13.763230	3.113185	0.012766	6.3
75	-0.382153	13.131699	3.170788	0.015366	6.1
76	-0.378534	12.253277	3.254548	0.020188	6.5
77	-0.371672	13.253096	3.159550	0.018108	6.2
78	-0.373369	13.518994	3.135212	0.028049	6.4
79	-0.377320	12.595310	3.221413	0.019487	6.3
80	-0.384062	13.595310	3.128296	0.025785	6.4
81	-0.384193	14.595307	3.040411	0.026128	6.2
82	-0.374580	13.671708	3.121403	0.023569	6.4
83	-0.381298	13.770583	3.112527	0.021896	6.0
84	-0.381949	12.846899	3.197468	0.020729	6.4
85	-0.376848	12.059288	3.273645	0.017746	6.2
86	-0.377081	11.135604	3.367740	0.017288	6.5
87	-0.383569	10.212483	3.467343	0.034669	6.2
88	-0.374687	9.288914	3.573069	0.028236	6.1
89	-0.374626	8.365229	3.685460	0.020571	6.3
90	-0.373987	9.364580	3.564165	0.011633	6.2
91	-0.377460	10.036058	3.487053	0.012393	6.5
92	-0.379896	9.221704	3.581015	0.019250	6.0
93	-0.390054	8.298131	3.693900	0.011524	6.4
94	-0.371713	7.384588	3.812786	0.018808	6.1
95	-0.378427	6.461571	3.940939	0.025288	6.0
