1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.185223	0.000000	144.740259	0.002645	76.5
1	-0.188171	0.000000	144.740259	0.002541	5.2
2	-0.188733	0.000000	144.740259	0.002742	5.2
3	-0.196920	0.000000	144.740259	0.002751	5.0
4	-0.185098	0.000000	144.740259	0.002199	5.1
5	-0.187122	0.000000	144.740259	0.002927	5.0
6	-0.196477	0.000000	144.740259	0.003075	5.1
7	-0.189659	0.000000	144.740259	0.004194	5.1
8	-0.203714	0.000000	144.740259	0.005952	4.9
9	-0.200589	0.000000	144.740259	0.008007	4.9
10	-0.208654	0.000000	144.740259	0.002887	5.2
11	-0.204452	0.000000	144.740259	0.002186	5.2
12	-0.212843	0.000000	144.740259	0.001659	5.0
13	-0.208227	0.000000	144.740259	0.002145	5.0
14	-0.212340	0.000000	144.740259	0.002438	5.0
15	-0.208647	0.000000	144.740259	0.003660	5.0
16	-0.206516	0.000000	144.740259	0.002731	5.1
17	-0.210229	0.000000	144.740259	0.003041	4.9
18	-0.205018	0.000000	144.740259	0.005038	5.0
19	-0.219200	0.000000	144.740259	0.008086	4.9
20	-0.226424	0.000000	144.740259	0.003393	5.1
21	-0.209741	0.000000	144.740259	0.006384	4.9
22	-0.228517	0.000000	144.740259	0.004472	5.0
23	-0.238275	0.000000	144.740259	0.003187	5.0
24	-0.233990	0.000000	144.740259	0.005848	5.0
25	-0.237192	0.000000	144.740259	0.002487	5.1
26	-0.237815	1.000000	138.161157	0.002199	4.8
27	-0.233980	0.835621	139.201235	0.003309	5.0
28	-0.245878	0.671242	140.257092	0.001811	5.0
29	-0.233158	1.671242	134.070532	0.001661	5.2
30	-0.234525	1.506863	135.049715	0.001894	5.0
31	-0.238537	2.244079	130.766441	0.001740	5.0
32	-0.239245	2.121618	131.459026	0.000811	4.9
33	-0.238252	1.958684	132.391972	0.001452	4.9
34	-0.238221	1.794305	133.346703	0.001204	5.2
35	-0.234430	1.630689	134.310780	0.001832	5.1
36	-0.237847	1.466310	135.293489	0.001077	5.2
37	-0.236917	1.301931	136.290684	0.001890	5.0
38	-0.239389	1.799802	133.314552	0.001403	5.1
39	-0.237484	2.799802	127.713054	0.001446	5.3
40	-0.232685	2.635424	128.601268	0.002025	5.0
41	-0.240289	3.634700	123.384714	0.001180	4.8
42	-0.227863	3.652455	123.295851	0.001492	5.1
43	-0.236122	4.652455	118.489456	0.001553	4.9
44	-0.233264	5.652455	114.043732	0.001439	5.0
45	-0.236597	5.659454	114.013791	0.001119	5.2
46	-0.237565	5.495075	114.721147	0.001964	5.0
47	-0.249490	6.495069	110.548747	0.001965	5.2
48	-0.238423	6.349715	111.136276	0.001072	5.1
49	-0.241601	7.349714	107.216088	0.001811	5.2
50	-0.238807	8.349714	103.563034	0.001804	5.1
51	-0.247139	9.349714	100.150711	0.002057	4.8
52	-0.248115	9.185335	100.696097	0.001895	5.0
53	-0.238959	10.185335	97.467140	0.001796	5.3
54	-0.241776	10.020957	97.983615	0.001529	5.0
55	-0.243671	11.009877	94.956486	0.001375	4.9
56	-0.239165	10.845498	95.446629	0.001572	4.9
