1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.158760	0.000000	59.386565	0.005949	821.8
1	-0.164625	0.000000	59.386565	0.005423	17.4
2	-0.167864	0.000000	59.386565	0.004155	16.9
3	-0.167308	0.000000	59.386565	0.005882	13.9
4	-0.159645	0.000000	59.386565	0.003623	18.4
5	-0.171435	0.000000	59.386565	0.005622	14.6
6	-0.167336	0.000000	59.386565	0.006269	13.5
7	-0.172327	0.000000	59.386565	0.005452	8.9
8	-0.167898	0.000000	59.386565	0.004956	11.0
9	-0.162939	0.000000	59.386565	0.005348	9.5
10	-0.167496	0.000000	59.386565	0.005118	10.1
11	-0.165995	0.000000	59.386565	0.005181	13.1
12	-0.174954	0.000000	59.386565	0.004508	16.1
13	-0.175273	0.000000	59.386565	0.006086	17.7
14	-0.170929	0.000000	59.386565	0.005663	13.6
15	-0.169316	0.000000	59.386565	0.005909	11.3
16	-0.178421	0.000000	59.386565	0.005176	13.5
17	-0.172019	0.000000	59.386565	0.004538	13.6
18	-0.180322	0.000000	59.386565	0.002835	22.6
19	-0.175496	0.000000	59.386565	0.006898	17.3
20	-0.172868	0.000000	59.386565	0.005907	15.7
21	-0.178821	0.000000	59.386565	0.005510	15.4
22	-0.176870	0.000000	59.386565	0.005170	12.1
23	-0.181104	0.000000	59.386565	0.003503	7.2
24	-0.174688	0.000000	59.386565	0.004968	7.8
25	-0.181095	0.000000	59.386565	0.005914	12.4
26	-0.183030	0.000000	59.386565	0.003964	17.2
27	-0.188882	0.000000	59.386565	0.005546	15.4
28	-0.182173	0.000000	59.386565	0.003432	15.2
29	-0.183559	0.000000	59.386565	0.003189	14.2
30	-0.175747	0.000000	59.386565	0.003934	14.9
31	-0.184066	0.920323	56.893225	0.004329	14.3
32	-0.177287	0.447993	58.146134	0.005274	15.1
33	-0.180643	1.447993	55.555875	0.005934	14.2
34	-0.179248	0.979725	56.739467	0.003919	15.1
35	-0.175864	1.979725	54.270357	0.005993	16.9
36	-0.178670	1.508226	55.407204	0.004306	13.6
37	-0.183491	2.508226	53.050276	0.003458	13.2
38	-0.184120	3.473750	50.957368	0.004810	13.4
39	-0.186779	3.001420	51.960171	0.003489	11.3
40	-0.189285	4.001376	49.881970	0.005125	16.6
41	-0.180059	3.555543	50.787633	0.003716	14.6
42	-0.180258	3.083221	51.783684	0.004645	10.9
43	-0.183078	2.622634	52.793345	0.006494	13.9
44	-0.185465	2.151285	53.868191	0.003904	16.0
45	-0.180722	1.678955	54.990094	0.004799	15.0
46	-0.187809	1.206625	56.159721	0.005990	14.8
47	-0.179104	0.734295	57.380185	0.005358	15.3
48	-0.184882	0.261965	58.654874	0.004534	13.9
49	-0.187518	1.261806	56.020516	0.006362	18.3
50	-0.179229	0.789476	57.234872	0.004903	15.2
51	-0.186949	0.317146	58.503042	0.002485	11.8
52	-0.190628	1.282019	55.969698	0.005321	11.9
53	-0.186480	0.809696	57.181809	0.005665	13.7
54	-0.186561	1.809691	54.674912	0.004830	14.5
55	-0.187616	2.809691	52.378582	0.003580	14.6
56	-0.187035	2.337441	53.438501	0.005305	12.4
57	-0.187343	3.337406	51.242842	0.003898	12.2
58	-0.190887	2.865076	52.257024	0.004497	15.8
59	-0.183926	2.392746	53.312162	0.004210	16.4
60	-0.189569	3.348207	51.220110	0.004217	12.0
61	-0.189707	4.348207	49.199450	0.006528	16.1
62	-0.190501	5.348194	47.332196	0.004824	9.3
63	-0.183541	6.348123	45.601590	0.003694	12.3
64	-0.189420	5.886456	46.384613	0.004846	10.7
65	-0.189796	5.414126	47.214050	0.003821	15.3
66	-0.193112	4.942122	48.073086	0.007373	14.3
67	-0.183369	4.469792	48.964587	0.004282	14.8
68	-0.184221	3.997462	49.889780	0.005062	22.1
69	-0.186697	3.525132	50.850608	0.004228	17.0
70	-0.189919	3.116659	51.711885	0.004523	18.6
71	-0.192678	2.644329	52.744905	0.003619	16.3
72	-0.190124	3.631854	50.630287	0.005597	13.7
73	-0.189776	3.159779	51.619590	0.003707	16.0
74	-0.192577	2.687449	52.648890	0.004881	13.2
75	-0.195121	2.215254	53.719759	0.005470	11.2
76	-0.187653	1.742924	54.835423	0.004031	16.6
77	-0.189254	1.272533	55.993536	0.004422	13.8
