1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
0	-0.296521	-0.296521	0.000000	0.000000	2606.460482	0.000517	0.000000	0.000517	39.7	179.3	2612.4
1	-0.296676	-0.296676	0.000000	0.000000	2606.460482	0.000680	0.000000	0.000680	53.4	181.9	236.4
2	-0.300623	-0.300623	0.000000	0.000000	2606.460482	0.000716	0.000000	0.000716	21.3	124.4	147.0
3	-0.302053	-0.302053	0.000000	0.000000	2606.460482	0.000631	0.000000	0.000631	57.2	92.4	150.8
4	-0.310931	-0.310931	0.000000	0.000000	2606.460482	0.000586	0.000000	0.000586	65.6	116.6	183.3
5	-0.304308	-0.304308	0.000000	0.000000	2606.460482	0.000564	0.000000	0.000564	46.6	165.3	212.9
6	-0.301791	-0.301791	0.000000	0.000000	2606.460482	0.000542	0.000000	0.000542	24.8	172.9	198.8
7	-0.309448	-0.309448	0.000000	0.000000	2606.460482	0.000667	0.000000	0.000667	35.6	158.6	195.3
8	-0.305803	-0.305804	0.000000	0.000000	2606.460482	0.000526	0.000000	0.000526	50.1	147.6	198.9
9	-0.311286	-0.311286	0.000000	0.000000	2606.460482	0.000728	0.000000	0.000728	47.9	156.0	205.0
10	-0.301744	-0.301744	0.000000	0.000000	2606.460482	0.000610	0.000000	0.000610	59.9	92.6	157.6
11	-0.312774	-0.312774	0.000000	0.000000	2606.460482	0.000724	0.000000	0.000724	53.5	122.9	177.5
12	-0.311307	-0.311307	0.000000	0.000000	2606.460482	0.000570	0.000000	0.000570	64.3	111.9	177.4
13	-0.306427	-0.306427	0.000000	0.000000	2606.460482	0.000506	0.000000	0.000506	67.6	128.1	196.8
14	-0.302861	-0.302861	0.000000	0.000000	2606.460482	0.000610	0.000000	0.000610	63.0	112.0	176.3
15	-0.309228	-0.309229	0.000000	0.000000	2606.460482	0.000517	0.000000	0.000517	44.4	129.1	174.5
16	-0.316710	-0.316710	0.000000	0.000000	2606.460482	0.000749	0.000000	0.000749	48.5	134.4	184.0
17	-0.311885	-0.311885	0.000000	0.000000	2606.460482	0.000528	0.000000	0.000528	47.4	145.5	194.1
18	-0.324585	-0.324585	0.000000	0.000000	2606.460482	0.000499	0.000000	0.000499	37.5	125.7	164.3
19	-0.314703	-0.314703	0.000000	0.000000	2606.460482	0.000579	0.000000	0.000579	36.2	127.2	164.4
20	-0.319654	-0.319654	0.000000	0.000000	2606.460482	0.000407	0.000000	0.000407	64.0	129.3	194.5
21	-0.313240	-0.313240	0.000000	0.000000	2606.460482	0.000429	0.000000	0.000429	51.6	184.9	237.5
22	-0.315668	-0.315669	0.000000	0.000000	2606.460482	0.000374	0.000000	0.000374	67.3	113.6	182.2
23	-0.318949	-0.318949	0.000000	0.000000	2606.460482	0.000436	0.000000	0.000436	72.9	123.0	196.9
24	-0.316918	-0.316918	0.000000	0.000000	2606.460482	0.000413	0.000000	0.000413	89.0	176.0	266.0
25	-0.314176	-0.314176	0.000000	0.000000	2606.460482	0.000300	0.000000	0.000300	48.5	147.9	197.5
26	-0.324353	-0.324353	0.000000	0.000000	2606.460482	0.000402	0.000000	0.000402	56.0	171.7	230.0
27	-0.316330	-0.316330	0.000000	0.000000	2606.460482	0.000413	0.000000	0.000413	65.3	125.7	192.1
28	-0.321111	-0.321111	0.000000	0.809708	2509.692899	0.000334	0.000000	0.000334	52.2	186.7	239.9
29	-0.315174	-0.315174	0.000000	0.721131	2519.927206	0.000272	0.000000	0.000272	40.5	159.9	201.5
30	-0.315902	-0.315902	0.000000	0.627742	2530.808335	0.000217	0.000000	0.000217	64.3	108.0	173.4
31	-0.321728	-0.321728	0.000000	0.534353	2541.783841	0.000291	0.000000	0.000291	73.1	108.4	182.6
32	-0.315667	-0.315667	0.000000	0.440966	2552.854703	0.000284	0.000000	0.000284	62.7	113.0	177.3
33	-0.320131	-0.320131	0.000000	0.347666	2564.011981	0.000432	0.000000	0.000432	85.4	139.7	226.4
34	-0.320351	-0.320352	0.000000	0.254276	2575.278010	0.000438	0.000000	0.000438	54.9	156.3	212.6
35	-0.322091	-0.322091	0.000000	1.254276	2459.557418	0.000303	0.000000	0.000303	51.5	135.0	187.5
36	-0.320892	-0.320892	0.000000	1.160887	2469.922362	0.000626	0.000000	0.000626	49.2	110.8	161.3
37	-0.315872	-0.315873	0.000000	2.160887	2363.280403	0.000416	0.000000	0.000416	55.7	97.6	154.4
38	-0.318684	-0.318685	0.000000	3.160887	2265.466096	0.000544	0.000000	0.000544	47.2	141.4	190.2
39	-0.322505	-0.322505	0.000000	3.067498	2274.256719	0.000419	0.000000	0.000419	50.1	165.0	216.6
